file,steps,details,size
services\api_gateway\routers\platform.py,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; Economy & Carbon MRV; General/Simulation,"{""Topography & DEM"": 3, ""Soil"": 4, ""Climate"": 29, ""Water Resources"": 1, ""Erosion (RUSLE)"": 13, ""Carbon & RothC"": 10, ""Plant Selection & Crop Modeling"": 4, ""Irrigation & Water Requirement"": 9, ""Optimization & Scenario"": 1, ""Economy & Carbon MRV"": 1, ""General/Simulation"": 3}",22591
services\api_gateway\routers\satellite.py,Soil; Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 2, ""Climate"": 8, ""Plant Selection & Crop Modeling"": 8, ""Irrigation & Water Requirement"": 2, ""General/Simulation"": 3}",13659
services\api_gateway\routers\scenarios.py,Climate; Optimization & Scenario,"{""Climate"": 3, ""Optimization & Scenario"": 7}",2985
services\api_gateway\routers\science.py,General/Simulation,"{""General/Simulation"": 13}",4194
services\api_gateway\routers\simulation.py,Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 5, ""General/Simulation"": 11}",2045
services\api_gateway\routers\soil.py,Soil; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling; Hydraulic & Structure Design; Economy & Carbon MRV; General/Simulation,"{""Soil"": 21, ""Water Resources"": 1, ""Erosion (RUSLE)"": 1, ""Plant Selection & Crop Modeling"": 1, ""Hydraulic & Structure Design"": 1, ""Economy & Carbon MRV"": 18, ""General/Simulation"": 3}",28875
services\api_gateway\routers\stubs.py,Carbon & RothC; Plant Selection & Crop Modeling; Optimization & Scenario; Economy & Carbon MRV; General/Simulation,"{""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 3, ""Optimization & Scenario"": 4, ""Economy & Carbon MRV"": 1, ""General/Simulation"": 1}",2448
services\api_gateway\routers\watershed.py,Water Resources; Hydraulic & Structure Design,"{""Water Resources"": 5, ""Hydraulic & Structure Design"": 4}",1274
services\bots\adapters\bale.py,General/Simulation,"{""General/Simulation"": 2}",2323
services\bots\adapters\rubika.py,General/Simulation,"{""General/Simulation"": 2}",1178
services\bots\core\ai.py,Climate; General/Simulation,"{""Climate"": 3, ""General/Simulation"": 2}",5136
services\bots\core\alerts.py,Soil,"{""Soil"": 2}",3341
services\bots\handlers\farm.py,Soil,"{""Soil"": 9}",6065
services\bots\handlers\motors.py,Land Recognition & GIS; Topography & DEM; Soil; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; General/Simulation,"{""Land Recognition & GIS"": 5, ""Topography & DEM"": 2, ""Soil"": 2, ""Water Resources"": 2, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 4, ""Plant Selection & Crop Modeling"": 8, ""Irrigation & Water Requirement"": 3, ""Hydraulic & Structure Design"": 2, ""Optimization & Scenario"": 1, ""Economy & Carbon MRV"": 3, ""General/Simulation"": 1}",2504
services\business_modules\blockchain\carbon_registry.py,Carbon & RothC; Economy & Carbon MRV; General/Simulation,"{""Carbon & RothC"": 12, ""Economy & Carbon MRV"": 3, ""General/Simulation"": 1}",7515
services\business_modules\blockchain\web3_provider.py,General/Simulation,"{""General/Simulation"": 1}",2326
services\business_modules\blockchain\__init__.py,Carbon & RothC,"{""Carbon & RothC"": 1}",205
services\business_modules\ecowallet\earning_rules.py,Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; General/Simulation,"{""Soil"": 2, ""Water Resources"": 1, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 2, ""General/Simulation"": 1}",4865
services\business_modules\ecowallet\messages.py,Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; General/Simulation,"{""Soil"": 2, ""Water Resources"": 1, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 1}",5126
services\business_modules\ecowallet\redemption.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 2}",4040
services\business_modules\insurance\index_insurance.py,Monitoring & Calibration,"{""Monitoring & Calibration"": 1}",3308
services\business_modules\ussd\engine.py,Land Recognition & GIS; Soil; Climate; Water Resources; Plant Selection & Crop Modeling,"{""Land Recognition & GIS"": 1, ""Soil"": 6, ""Climate"": 5, ""Water Resources"": 6, ""Plant Selection & Crop Modeling"": 6}",17823
services\business_modules\ussd\sms_parser.py,Soil; Climate; Plant Selection & Crop Modeling,"{""Soil"": 9, ""Climate"": 11, ""Plant Selection & Crop Modeling"": 10}",8077
services\business_modules\voice\ivr_engine.py,Land Recognition & GIS; Soil; Climate; Plant Selection & Crop Modeling,"{""Land Recognition & GIS"": 1, ""Soil"": 3, ""Climate"": 7, ""Plant Selection & Crop Modeling"": 3}",8218
services\business_modules\voice\stt_provider.py,General/Simulation,"{""General/Simulation"": 1}",2167
services\business_modules\voice\tts_provider.py,General/Simulation,"{""General/Simulation"": 1}",2105
services\land\tests\test_land_profile.py,Topography & DEM,"{""Topography & DEM"": 2}",1081
services\land\tests\test_service.py,Topography & DEM,"{""Topography & DEM"": 5}",5554
services\landscape\models\__init__.py,General/Simulation,"{""General/Simulation"": 1}",4553
services\map_engine\fetchers\dem_fetcher.py,Land Recognition & GIS; Topography & DEM; Climate,"{""Land Recognition & GIS"": 7, ""Topography & DEM"": 36, ""Climate"": 1}",5890
services\map_engine\fetchers\landcover_fetcher.py,Land Recognition & GIS; Climate; Water Resources; Plant Selection & Crop Modeling,"{""Land Recognition & GIS"": 5, ""Climate"": 1, ""Water Resources"": 3, ""Plant Selection & Crop Modeling"": 2}",4491
services\map_engine\fetchers\rainfall_fetcher.py,Land Recognition & GIS; Climate,"{""Land Recognition & GIS"": 2, ""Climate"": 2}",2936
services\map_engine\fetchers\runoff_fetcher.py,Land Recognition & GIS; Soil; Climate; Water Resources,"{""Land Recognition & GIS"": 3, ""Soil"": 15, ""Climate"": 1, ""Water Resources"": 8}",6614
services\map_engine\fetchers\soil_fetcher.py,Land Recognition & GIS; Soil; Climate,"{""Land Recognition & GIS"": 2, ""Soil"": 8, ""Climate"": 1}",3944
services\map_engine\fetchers\vegetation_fetcher.py,Land Recognition & GIS; Soil; Climate; Water Resources; Plant Selection & Crop Modeling,"{""Land Recognition & GIS"": 6, ""Soil"": 8, ""Climate"": 1, ""Water Resources"": 7, ""Plant Selection & Crop Modeling"": 15}",9060
services\map_engine\pipelines\runoff.py,Land Recognition & GIS; Soil; Climate; Water Resources,"{""Land Recognition & GIS"": 5, ""Soil"": 3, ""Climate"": 3, ""Water Resources"": 29}",8750
services\map_engine\pipelines\rusle.py,Land Recognition & GIS; Topography & DEM; Soil; Climate; Erosion (RUSLE),"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 23, ""Soil"": 10, ""Climate"": 1, ""Erosion (RUSLE)"": 24}",6143
services\map_engine\pipelines\slope_aspect.py,Land Recognition & GIS; Topography & DEM; Climate,"{""Land Recognition & GIS"": 5, ""Topography & DEM"": 43, ""Climate"": 1}",10390
services\map_engine\pipelines\topographic.py,Land Recognition & GIS; Topography & DEM; Climate,"{""Land Recognition & GIS"": 7, ""Topography & DEM"": 129, ""Climate"": 1}",10622
services\map_engine\pipelines\vegetation.py,Land Recognition & GIS; Climate; Water Resources; Plant Selection & Crop Modeling,"{""Land Recognition & GIS"": 2, ""Climate"": 1, ""Water Resources"": 2, ""Plant Selection & Crop Modeling"": 14}",8922
services\marketplace\models\__init__.py,General/Simulation,"{""General/Simulation"": 1}",5846
services\marketplace\tests\test_integration.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 2}",2530
services\tourism\models\__init__.py,General/Simulation,"{""General/Simulation"": 1}",5642
supabase\migrations\00001_auth_roles_rls.sql,Land Recognition & GIS,"{""Land Recognition & GIS"": 1}",2222
testing_lab\scientific_tests\test_validation.py,Carbon & RothC,"{""Carbon & RothC"": 1}",640
tests\integration\test_admin_finalize.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",3662
tests\integration\test_admin_finalize.py.bak_old_test,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",3627
tests\integration\test_admin_finalize.py.bak_session_import,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",3639
tests\integration\test_admin_models.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",2598
tests\integration\test_admin_models.py.bak_old_test,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",2563
tests\integration\test_admin_models.py.bak_session_import,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",2575
tests\integration\test_admin_modules.py,Soil; Carbon & RothC,"{""Soil"": 1, ""Carbon & RothC"": 2}",4761
tests\integration\test_admin_modules.py.bak_old_test,Soil; Carbon & RothC,"{""Soil"": 1, ""Carbon & RothC"": 2}",4726
tests\integration\test_admin_modules.py.bak_session_import,Soil; Carbon & RothC,"{""Soil"": 1, ""Carbon & RothC"": 2}",4738
tests\integration\test_api.py,Soil,"{""Soil"": 3}",1853
tests\integration\test_carbon_phase8.py,Carbon & RothC,"{""Carbon & RothC"": 9}",5071
tests\integration\test_content_phase6.py,Soil; Climate; Water Resources; Plant Selection & Crop Modeling; General/Simulation,"{""Soil"": 3, ""Climate"": 2, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 5}",5270
tests\integration\test_content_phase6.py.bak_old_test,Soil; Climate; Water Resources; Plant Selection & Crop Modeling; General/Simulation,"{""Soil"": 3, ""Climate"": 2, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 5}",5235
tests\integration\test_content_phase6.py.bak_session_import,Soil; Climate; Water Resources; Plant Selection & Crop Modeling; General/Simulation,"{""Soil"": 3, ""Climate"": 2, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 5}",5247
tests\integration\test_models_phase7.py,Soil; Water Resources; Erosion (RUSLE); Carbon & RothC,"{""Soil"": 1, ""Water Resources"": 1, ""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 1}",5018
tests\integration\test_mrv_phase2.py,Erosion (RUSLE); Economy & Carbon MRV; Monitoring & Calibration,"{""Erosion (RUSLE)"": 2, ""Economy & Carbon MRV"": 15, ""Monitoring & Calibration"": 1}",6282
tests\integration\test_mrv_phase2_completion.py,Economy & Carbon MRV,"{""Economy & Carbon MRV"": 14}",7176
tests\integration\test_phase6_remainder.py,Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Climate"": 2, ""Water Resources"": 3, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1}",5748
tests\integration\test_phase6_remainder.py.bak_old_test,Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Climate"": 2, ""Water Resources"": 3, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1}",5713
tests\integration\test_phase6_remainder.py.bak_session_import,Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Climate"": 2, ""Water Resources"": 3, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1}",5725
tests\integration\test_phase8_final.py,Carbon & RothC,"{""Carbon & RothC"": 5}",4087
tests\integration\test_phase9_10.py,Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 5}",5044
tests\integration\test_simulation_api.py,Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 2, ""General/Simulation"": 5}",1814
tests\integration\test_sync.py,Soil,"{""Soil"": 6}",3432
tests\unit\test_ai.py,Soil; Water Resources; Erosion (RUSLE); Irrigation & Water Requirement; Hydraulic & Structure Design,"{""Soil"": 2, ""Water Resources"": 3, ""Erosion (RUSLE)"": 6, ""Irrigation & Water Requirement"": 3, ""Hydraulic & Structure Design"": 1}",2718
tests\unit\test_auth.py,Soil,"{""Soil"": 2}",1506
tests\unit\test_blockchain.py,Carbon & RothC; Economy & Carbon MRV,"{""Carbon & RothC"": 6, ""Economy & Carbon MRV"": 1}",10663
tests\unit\test_carbon.py,Carbon & RothC; Economy & Carbon MRV,"{""Carbon & RothC"": 8, ""Economy & Carbon MRV"": 1}",3059
tests\unit\test_climate.py,Climate,"{""Climate"": 3}",722
tests\unit\test_global_watchdog.py,Topography & DEM; Water Resources,"{""Topography & DEM"": 1, ""Water Resources"": 17}",12919
tests\unit\test_global_watchdog.py.bak_old_test,Topography & DEM; Water Resources,"{""Topography & DEM"": 1, ""Water Resources"": 17}",12919
tests\unit\test_models.py,Soil; Plant Selection & Crop Modeling,"{""Soil"": 1, ""Plant Selection & Crop Modeling"": 3}",1571
tests\unit\test_mrv_cdse.py,Land Recognition & GIS; Plant Selection & Crop Modeling; Economy & Carbon MRV,"{""Land Recognition & GIS"": 2, ""Plant Selection & Crop Modeling"": 1, ""Economy & Carbon MRV"": 4}",8022
tests\unit\test_mrv_qa_metrics.py,Erosion (RUSLE); Economy & Carbon MRV,"{""Erosion (RUSLE)"": 1, ""Economy & Carbon MRV"": 3}",5385
tests\unit\test_numba_correctness.py,Water Resources,"{""Water Resources"": 2}",8091
tests\unit\test_satellite.py,Soil; Water Resources,"{""Soil"": 1, ""Water Resources"": 1}",3076
tests\unit\test_scenarios.py,Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Optimization & Scenario; General/Simulation,"{""Climate"": 6, ""Water Resources"": 2, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 7, ""Optimization & Scenario"": 10, ""General/Simulation"": 1}",7667
tests\unit\test_settings.py,General/Simulation,"{""General/Simulation"": 5}",2212
tests\unit\test_simulation_aquacrop.py,Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Climate"": 9, ""Plant Selection & Crop Modeling"": 6, ""Irrigation & Water Requirement"": 3, ""General/Simulation"": 4}",1795
tests\unit\test_simulation_calibration.py,Monitoring & Calibration; General/Simulation,"{""Monitoring & Calibration"": 1, ""General/Simulation"": 1}",2285
tests\unit\test_simulation_orchestrator.py,Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Erosion (RUSLE)"": 12, ""Carbon & RothC"": 9, ""Plant Selection & Crop Modeling"": 9, ""Irrigation & Water Requirement"": 9, ""Optimization & Scenario"": 3, ""General/Simulation"": 8}",4136
tests\unit\test_simulation_rothc.py,Climate; Carbon & RothC; General/Simulation,"{""Climate"": 1, ""Carbon & RothC"": 2, ""General/Simulation"": 2}",5349
tests\unit\test_swat_runner.py,Land Recognition & GIS; Water Resources; Erosion (RUSLE); General/Simulation,"{""Land Recognition & GIS"": 2, ""Water Resources"": 2, ""Erosion (RUSLE)"": 1, ""General/Simulation"": 4}",3726
tests\unit\test_ussd.py,Soil; Climate,"{""Soil"": 9, ""Climate"": 2}",9359
tests\unit\test_voice.py,Soil,"{""Soil"": 1}",7789
tests\unit\test_watershed.py,Water Resources; Hydraulic & Structure Design,"{""Water Resources"": 4, ""Hydraulic & Structure Design"": 1}",2027
tests\unit\test_weather_source.py,Climate; General/Simulation,"{""Climate"": 2, ""General/Simulation"": 1}",3394
tests\integration\land\test_land_api.py,Topography & DEM,"{""Topography & DEM"": 14}",8406
tests\unit\land\test_land_models.py,Topography & DEM; General/Simulation,"{""Topography & DEM"": 4, ""General/Simulation"": 1}",2541
_backup_20260825_051700\engine\land\terrain_analysis.py.precise_bak,Topography & DEM; Soil; General/Simulation,"{""Topography & DEM"": 23, ""Soil"": 1, ""General/Simulation"": 1}",6931
_backup_20260825_051700\engine\hydroma\biofertilizer\models.py.duplicate_classes_backup,Soil; Water Resources; Plant Selection & Crop Modeling; Economy & Carbon MRV; Monitoring & Calibration,"{""Soil"": 4, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 1, ""Economy & Carbon MRV"": 3, ""Monitoring & Calibration"": 1}",15629
_backup_20260825_051700\engine\land\tests\test_land_comprehensive.py.precise_bak,Topography & DEM; Soil; Climate,"{""Topography & DEM"": 46, ""Soil"": 2, ""Climate"": 1}",11709
_backup_20260825_051700\engine\land\tests\test_slope.py.precise_bak,Topography & DEM,"{""Topography & DEM"": 4}",797
